#------------------------------------------------- WARNING --------------------------------------------|||||||||||||
# |||||||||||||
# The data you have obtained from this automated Natural Resources Conservation Service |||||||||||||
# database are subject to revision regardless of indicated Quality Assurance level. |||||||||||||
# Data are released on condition that neither the NRCS nor the United States Government |||||||||||||
# may be held liable for any damages resulting from its use. |||||||||||||
# |||||||||||||
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor |||||||||||||
# conversion equation and varies through the output range. Solutions are in development. |||||||||||||
# For more information go to Air Temperature Bias Correction. |||||||||||||
# |||||||||||||
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf|||||||||||||
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/|||||||||||||
# |||||||||||||
# Support Contact: usdafpacbc@servicenowservices.com|||||||||||||
# |||||||||||||
#------------------------------------------------------------------------------------------------------|||||||||||||
# |||||||||||||
# Reporting Frequency: Daily|||||||||||||
# Date Range: Period of Record|||||||||||||
# Report Instantaneous Data As: Start of Day|||||||||||||
#|||||||||||||
# Data for the following site(s) are contained in this file:|||||||||||||
#|||||||||||||
"#	SNOTEL 1177: Prudhoe Bay"| AK||||||||||||
2005|12|0.4|0.6|1.1|2.2|2.3|3.3|3.7|4|4.6|5.8|6.3|7
2005|13|0.4|0.7|1.1|2.2|2.3|3.4|3.7|4|4.6|5.8|6.3|7
2005|14|0.4|0.8|1.1|2.2|2.3|3.5|3.7|4|4.6|5.8|6.3|7
2005|15|0.4|1.1|1.1|2.2|2.3|3.5|3.7|4|4.6|5.8|6.3|7.1
2005|16|0.4|1.1|1.1|2.2|2.3|3.5|3.7|4.1|4.6|5.8|6.4|7.1
2005|17|0.4|1.1|1.1|2.2|2.3|3.5|3.7|4.3|4.6|6|6.4|7.1
2005|18|0.4|1.1|1.1|2.2|2.3|3.5|3.7|4.3|4.6|6|6.4|7.1
2005|19|0.4|1.1|1.3|2.2|2.3|3.5|3.7|4.3|4.6|6|6.4|7.1
2005|20|0.4|1.1|1.3|2.2|2.3|3.5|3.7|4.6|4.6|6|6.4|7.1
2005|21|0.4|1.1|1.3|2.2|2.3|3.5|3.7|4.6|4.6|6|6.4|7.1
2005|22|0.4|1.1|1.3|2.2|2.3|3.5|3.7|4.6|4.6|6|6.4|7.1
2005|23|0.4|1.1|1.3|2.2|2.3|3.5|3.9|4.6|4.6|6|6.4|7.1
2005|24|0.4|1.1|1.3|2.2|2.3|3.5|3.9|4.6|4.6|6|6.4|7.3
2005|25|0.5|1.1|1.3|2.2|2.3|3.5|3.9|4.6|4.6|6|6.4|7.3
2005|26|0.5|1.1|1.4|2.2|2.3|3.5|3.9|4.6|4.6|6|6.6|7.3
2005|27|0.6|1.1|1.4|2.2|2.3|3.5|3.9|4.6|4.6|6|6.6|7.3
2005|28|0.6|1.1|1.4|2.2|2.3|3.5|3.9|4.6|4.6|6|6.6|7.3
2005|29|0.6|1.1|1.4|2.2||3.5|3.9|4.6|4.6|6|6.6|7.3
2005|30|0.6|1.1|1.4|2.2||3.5|3.9|4.6|4.6|6|6.6|7.3
2005|31|0.6||1.4|2.2||3.5||4.6||6|6.6|
2006|1|0|1.1|2.1|2.6|3.1|4|4.2|4.3|4.6|5.5|7.4|8.9
2006|2|0|1.1|2.1|2.6|3.1|4|4.2|4.4|4.6|5.6|7.5|8.9
2006|3|0.1|1.2|2.1|2.7|3.1|4|4.2|4.4|4.7|5.8|7.5|8.9
2006|4|0.1|1.2|2.1|2.8|3.1|4.1|4.2|4.4|4.7|5.8|7.5|8.9
2006|5|0.1|1.2|2.1|2.8|3.1|4.1|4.2|4.4|4.8|5.8|7.5|8.9
2006|6|0.1|1.2|2.1|2.8|3.1|4.1|4.2|4.4|4.8|5.8|7.5|8.9
2006|7|0.2|1.3|2.1|2.8|3.1|4.1|4.2|4.4|4.8|5.8|7.5|8.9
2006|8|0.2|1.3|2.1|2.8|3.2|4.1|4.2|4.4|4.8|5.8|7.7|8.9
2006|9|0.2|1.3|2.2|2.8|3.3|4.1|4.2|4.4|4.8|5.8|7.8|8.9
2006|10|0.2|1.3|2.2|2.8|3.3|4.1|4.2|4.4|4.8|5.8|7.8|8.9
2006|11|0.3|1.4|2.3|2.8|3.3|4.1|4.2|4.4|4.9|5.8|7.8|8.9
2006|12|0.4|1.4|2.3|2.8|3.4|4.1|4.2|4.4|4.9|5.8|7.8|8.9
2006|13|0.4|1.5|2.3|2.8|3.4|4.1|4.2|4.4|4.9|5.8|7.8|8.9
2006|14|0.4|1.5|2.3|2.8|3.4|4.1|4.2|4.4|4.9|5.8|7.8|8.9
2006|15|0.5|1.5|2.3|2.8|3.4|4.1|4.2|4.4|4.9|5.9|7.8|8.9
2006|16|0.5|1.6|2.3|2.8|3.5|4.1|4.2|4.4|5|6.2|7.9|8.9
2006|17|0.5|1.6|2.3|2.8|3.5|4.1|4.2|4.4|5|6.4|8|8.9
2006|18|0.5|1.6|2.3|2.8|3.5|4.1|4.2|4.4|5|6.5|8|9
2006|19|0.6|1.6|2.4|2.8|3.5|4.2|4.2|4.4|5|6.5|8|9
2006|20|0.7|1.6|2.5|2.8|3.6|4.2|4.2|4.4|5|6.7|8.1|9
2006|21|0.7|1.6|2.5|2.8|3.7|4.2|4.2|4.4|5.1|6.9|8.2|9
2006|22|0.7|1.6|2.5|2.8|3.8|4.2|4.2|4.4|5.1|7.2|8.2|9
2006|23|0.8|1.6|2.5|2.8|3.8|4.2|4.2|4.4|5.1|7.2|8.5|9
2006|24|0.9|1.6|2.5|2.8|3.8|4.2|4.2|4.4|5.2|7.3|8.6|9
2006|25|1|1.7|2.5|2.9|3.8|4.2|4.2|4.4|5.2|7.3|8.6|9
2006|26|1.1|1.8|2.5|2.9|3.9|4.2|4.3|4.4|5.2|7.3|8.7|9
2006|27|1.1|1.9|2.5|2.9|4|4.2|4.3|4.5|5.3|7.4|8.8|9
2006|28|1.1|2|2.5|2.9|4|4.2|4.3|4.5|5.3|7.4|8.9|9
2006|29|1.1|2.1|2.6|3||4.2|4.3|4.5|5.3|7.4|8.9|9
2006|30|1.1|2.1|2.6|3.1||4.2|4.3|4.5|5.3|7.4|8.9|9
2006|31|1.1||2.6|3.1||4.2||4.5||7.4|8.9|
2007|1|0|0.5|0.6|0.9|1.6|1.9|3.2|3.5|4.2|4.3|4.3|4.5
2007|2|0|0.5|0.6|1|1.6|1.9|3.2|3.5|4.2|4.3|4.3|4.5
2007|3|0|0.6|0.7|1|1.6|1.9|3.2|3.5|4.2|4.3|4.3|4.5
2007|4|0|0.6|0.7|1|1.6|1.9|3.2|3.5|4.2|4.3|4.3|4.5
2007|5|0.1|0.6|0.7|1|1.6|1.9|3.2|3.5|4.2|4.3|4.3|4.5
2007|6|0.1|0.6|0.8|1|1.6|1.9|3.2|3.6|4.2|4.3|4.3|4.5
2007|7|0.1|0.6|0.8|1|1.6|2|3.2|4|4.2|4.3|4.4|4.5
2007|8|0.1|0.6|0.8|1|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|9|0.1|0.6|0.8|1.1|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|10|0.1|0.6|0.8|1.1|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|11|0.1|0.6|0.8|1.1|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|12|0.2|0.6|0.8|1.2|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|13|0.3|0.6|0.8|1.2|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|14|0.3|0.6|0.8|1.2|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|15|0.3|0.6|0.8|1.2|1.6|2.3|3.3|4.1|4.2|4.3|4.4|4.5
2007|16|0.3|0.6|0.8|1.2|1.6|2.4|3.4|4.2|4.2|4.3|4.4|4.5
2007|17|0.3|0.6|0.8|1.3|1.6|2.4|3.4|4.2|4.2|4.3|4.4|4.5
2007|18|0.3|0.6|0.8|1.3|1.6|2.6|3.4|4.2|4.2|4.3|4.4|4.5
2007|19|0.3|0.6|0.8|1.3|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|20|0.3|0.6|0.8|1.3|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|21|0.3|0.6|0.8|1.3|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|22|0.3|0.6|0.8|1.3|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|23|0.3|0.6|0.8|1.3|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|24|0.4|0.6|0.8|1.3|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|25|0.4|0.6|0.8|1.4|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|26|0.4|0.6|0.9|1.4|1.6|2.6|3.5|4.2|4.2|4.3|4.4|4.5
2007|27|0.4|0.6|0.9|1.4|1.6|3.1|3.5|4.2|4.2|4.3|4.4|4.5
2007|28|0.4|0.6|0.9|1.4|1.9|3.1|3.5|4.2|4.2|4.3|4.4|4.5
2007|29|0.5|0.6|0.9|1.5||3.1|3.5|4.2|4.2|4.3|4.4|4.5
2007|30|0.5|0.6|0.9|1.5||3.1|3.5|4.2|4.2|4.3|4.4|4.5
2007|31|0.5||0.9|1.6||3.1||4.2||4.3|4.4|
2008|1|0|0.4|0.8|1.1|1.5|2.1|2.8|3.3|4.1|4.5|5.6|7.5
2008|2|0|0.4|0.8|1.1|1.5|2.1|2.9|3.3|4.1|4.5|5.6|7.6
2008|3|0|0.5|0.8|1.2|1.5|2.1|2.9|3.3|4.1|4.5|5.8|7.6
2008|4|0|0.5|0.9|1.4|1.5|2.1|2.9|3.3|4.1|4.5|5.8|7.6
2008|5|0|0.5|0.9|1.4|1.8|2.1|2.9|3.3|4.2|4.5|5.8|7.6
2008|6|0.1|0.5|0.9|1.4|1.8|2.1|2.9|3.3|4.4|4.5|5.8|7.6
2008|7|0.1|0.5|0.9|1.4|1.8|2.2|2.9|3.3|4.4|4.5|5.9|7.6
2008|8|0.1|0.5|0.9|1.4|1.8|2.2|2.9|3.3|4.4|4.5|6|7.6
2008|9|0.1|0.5|0.9|1.4|1.8|2.2|2.9|3.3|4.4|4.5|6|7.6
2008|10|0.1|0.6|0.9|1.4|1.8|2.2|2.9|3.3|4.4|4.5|6|7.6
2008|11|0.1|0.6|0.9|1.4|1.8|2.2|2.9|3.3|4.4|4.5|6|7.6
2008|12|0.1|0.6|0.9|1.4|1.8|2.2|2.9|3.3|4.4|4.5|6.1|7.6
2008|13|0.1|0.6|0.9|1.4|1.8|2.2|2.9|3.4|4.4|4.5|6.1|7.7
2008|14|0.1|0.6|1|1.4|1.8|2.2|2.9|3.4|4.4|4.5|6.1|7.7
2008|15|0.1|0.6|1|1.4|1.8|2.2|2.9|3.4|4.4|4.5|6.1|7.7
2008|16|0.1|0.6|1|1.4|1.8|2.2|2.9|3.4|4.4|4.5|6.1|7.7
2008|17|0.1|0.6|1|1.4|1.8|2.2|2.9|3.4|4.4|4.8|6.1|7.7
2008|18|0.1|0.6|1|1.4|1.8|2.2|2.9|3.4|4.4|5|6.3|7.7
2008|19|0.1|0.6|1|1.4|2|2.2|3|3.4|4.4|5|6.4|7.7
2008|20|0.2|0.6|1|1.5|2|2.3|3|3.4|4.4|5|6.5|7.7
2008|21|0.2|0.7|1|1.5|2|2.3|3|3.4|4.4|5|6.7|7.7
2008|22|0.2|0.7|1.1|1.5|2|2.3|3|3.4|4.4|5|7.1|7.8
2008|23|0.2|0.8|1.1|1.5|2.1|2.5|3|3.4|4.4|5|7.2|7.9
2008|24|0.2|0.8|1.1|1.5|2.1|2.5|3|3.4|4.5|5.1|7.3|7.9
2008|25|0.2|0.8|1.1|1.5|2.1|2.6|3.1|3.4|4.5|5.1|7.3|7.9
2008|26|0.3|0.8|1.1|1.5|2.1|2.6|3.2|4.1|4.5|5.1|7.3|7.9
2008|27|0.3|0.8|1.1|1.5|2.1|2.6|3.2|4.1|4.5|5.1|7.3|7.9
2008|28|0.3|0.8|1.1|1.5|2.1|2.7|3.2|4.1|4.5|5.1|7.4|7.9
2008|29|0.3|0.8|1.1|1.5|2.1|2.7|3.2|4.1|4.5|5.1|7.4|7.9
2008|30|0.4|0.8|1.1|1.5||2.7|3.2|4.1|4.5|5.4|7.5|7.9
2008|31|0.4||1.1|1.5||2.7||4.1||5.4|7.5|
2009|1|0|0.7|1.1|1.9|1.9|2.6|3|3.4|3.9|4|4.3|6.4
2009|2|0.1|0.7|1.1|1.9|1.9|2.6|3|3.4|3.9|4|4.3|6.4
2009|3|0.2|0.7|1.1|1.9|1.9|2.6|3|3.4|3.9|4|4.3|6.4
2009|4|0.3|0.7|1.1|1.9|1.9|2.6|3|3.4|3.9|4|4.3|6.4
2009|5|0.3|0.7|1.1|1.9|1.9|2.6|3|3.4|3.9|4|4.3|6.4
2009|6|0.3|0.7|1.1|1.9|1.9|2.7|3|3.4|3.9|4|4.3|6.4
2009|7|0.3|0.8|1.1|1.9|1.9|2.7|3|3.4|3.9|4|4.3|6.6
2009|8|0.3|0.8|1.1|1.9|1.9|2.7|3.1|3.4|3.9|4|4.3|6.6
2009|9|0.3|0.8|1.1|1.9|1.9|2.7|3.1|3.4|3.9|4|4.6|6.7
2009|10|0.3|0.8|1.1|1.9|1.9|2.9|3.1|3.4|3.9|4.1|5|6.7
2009|11|0.4|0.8|1.1|1.9|1.9|2.9|3.1|3.5|3.9|4.1|5|6.7
2009|12|0.4|0.8|1.1|1.9|1.9|2.9|3.1|3.6|3.9|4.2|5|6.7
2009|13|0.4|0.9|1.1|1.9|2|2.9|3.1|3.6|3.9|4.2|5|6.7
2009|14|0.5|1|1.2|1.9|2.1|2.9|3.1|3.6|3.9|4.2|5|6.7
2009|15|0.5|1|1.3|1.9|2.1|2.9|3.1|3.6|3.9|4.2|5.2|6.7
2009|16|0.5|1|1.7|1.9|2.2|2.9|3.1|3.6|3.9|4.2|5.3|6.7
2009|17|0.5|1|1.9|1.9|2.2|2.9|3.2|3.6|3.9|4.2|5.4|6.8
2009|18|0.5|1|1.9|1.9|2.2|2.9|3.2|3.6|3.9|4.2|5.6|7
2009|19|0.5|1|1.9|1.9|2.2|2.9|3.2|3.6|3.9|4.3|5.8|7
2009|20|0.5|1|1.9|1.9|2.3|2.9|3.2|3.6|3.9|4.3|5.8|7
2009|21|0.5|1|1.9|1.9|2.3|2.9|3.2|3.6|3.9|4.3|5.8|7
2009|22|0.5|1|1.9|1.9|2.3|2.9|3.2|3.6|3.9|4.3|5.8|7.1
2009|23|0.5|1|1.9|1.9|2.4|2.9|3.2|3.6|3.9|4.3|5.8|7.1
2009|24|0.5|1|1.9|1.9|2.5|2.9|3.3|3.6|3.9|4.3|5.8|7.1
2009|25|0.5|1|1.9|1.9|2.6|2.9|3.3|3.6|3.9|4.3|5.8|7.2
2009|26|0.5|1.1|1.9|1.9|2.6|2.9|3.4|3.6|3.9|4.3|6.1|7.2
2009|27|0.5|1.1|1.9|1.9|2.6|2.9|3.4|3.7|4|4.3|6.1|7.2
2009|28|0.6|1.1|1.9|1.9|2.6|3|3.4|3.8|4|4.3|6.1|7.2
2009|29|0.7|1.1|1.9|1.9||3|3.4|3.8|4|4.3|6.1|7.2
2009|30|0.7|1.1|1.9|1.9||3|3.4|3.9|4|4.3|6.3|7.3
2009|31|0.7||1.9|1.9||3||3.9||4.3|6.4|
2010|1|0|0.5|0.7|1|1.4|1.9|3.5|4.1|4.5|4.8|5.7|6.2
2010|2|0|0.5|0.7|1|1.4|1.9|3.5|4.1|4.7|4.8|5.7|6.2
2010|3|0|0.5|0.8|1|1.4|1.9|3.5|4.2|4.8|4.8|5.7|6.2
2010|4|0|0.5|0.8|1|1.4|1.9|3.6|4.2|4.8|4.8|5.7|6.2
2010|5|0|0.6|0.8|1|1.4|2.1|3.7|4.2|4.8|4.8|5.7|6.2
2010|6|0|0.6|0.9|1|1.4|2.2|3.7|4.2|4.8|4.8|5.7|6.2
2010|7|0|0.6|1|1|1.4|2.2|3.7|4.2|4.8|4.8|5.8|6.2
2010|8|0|0.6|1|1|1.4|2.4|3.8|4.2|4.8|4.8|5.9|6.2
2010|9|0|0.6|1|1|1.4|2.4|3.8|4.2|4.8|4.8|5.9|6.2
2010|10|0|0.6|1|1|1.4|2.4|3.8|4.2|4.8|4.8|5.9|6.2
2010|11|0|0.6|1|1|1.5|2.6|3.9|4.2|4.8|4.8|5.9|6.2
2010|12|0.1|0.6|1|1|1.6|2.6|3.9|4.2|4.8|4.8|5.9|6.2
2010|13|0.1|0.6|1|1|1.6|2.6|3.9|4.2|4.8|4.8|5.9|6.2
2010|14|0.1|0.6|1|1|1.6|2.6|3.9|4.2|4.8|4.8|6.1|6.2
2010|15|0.2|0.6|1|1|1.7|2.6|3.9|4.3|4.8|4.8|6.1|6.2
2010|16|0.2|0.6|1|1|1.8|2.6|3.9|4.4|4.8|4.9|6.1|6.2
2010|17|0.3|0.6|1|1|1.9|2.6|3.9|4.4|4.8|4.9|6.1|6.2
2010|18|0.3|0.6|1|1|1.9|2.7|3.9|4.4|4.8|5|6.1|6.2
2010|19|0.3|0.6|1|1|1.9|2.7|4|4.4|4.8|5.2|6.1|6.2
2010|20|0.3|0.6|1|1|1.9|2.7|4|4.4|4.8|5.3|6.1|6.2
2010|21|0.4|0.6|1|1|1.9|2.7|4|4.4|4.8|5.3|6.2|6.2
2010|22|0.5|0.6|1|1|1.9|2.7|4|4.4|4.8|5.3|6.2|6.2
2010|23|0.5|0.6|1|1|1.9|2.7|4|4.5|4.8|5.5|6.2|6.3
2010|24|0.5|0.6|1|1|1.9|2.7|4|4.5|4.8|5.5|6.2|6.3
2010|25|0.5|0.7|1|1|1.9|2.8|4|4.5|4.8|5.5|6.2|6.3
2010|26|0.5|0.7|1|1.1|1.9|2.8|4|4.5|4.8|5.6|6.2|6.3
2010|27|0.5|0.7|1|1.1|1.9|3|4|4.5|4.8|5.7|6.2|6.3
2010|28|0.5|0.7|1|1.1|1.9|3|4.1|4.5|4.8|5.7|6.2|6.3
2010|29|0.5|0.7|1|1.1||3|4.1|4.5|4.8|5.7|6.2|6.3
2010|30|0.5|0.7|1|1.4||3|4.1|4.5|4.8|5.7|6.2|6.4
2010|31|0.5||1|1.4||3.5||4.5||5.7|6.2|
2011|1|0|0.8|1.4|1.9|1.9|3.5|3.8|4.2|4.4|4.7|5.2|5.3
2011|2|0|0.8|1.4|1.9|1.9|3.6|3.8|4.2|4.4|4.7|5.2|5.3
2011|3|0|0.8|1.4|1.9|1.9|3.6|3.8|4.2|4.4|4.7|5.2|5.3
2011|4|0.2|0.8|1.4|1.9|1.9|3.6|3.8|4.3|4.4|4.7|5.2|5.3
2011|5|0.2|0.9|1.4|1.9|1.9|3.6|3.9|4.3|4.4|4.7|5.2|5.3
2011|6|0.2|0.9|1.4|1.9|2|3.6|3.9|4.3|4.4|4.7|5.2|5.4
2011|7|0.2|0.9|1.4|1.9|2|3.6|3.9|4.3|4.4|4.7|5.2|5.4
2011|8|0.2|0.9|1.4|1.9|2|3.6|3.9|4.3|4.4|4.7|5.2|5.4
2011|9|0.2|0.9|1.4|1.9|2|3.7|3.9|4.3|4.4|4.7|5.2|5.6
2011|10|0.2|0.9|1.4|1.9|2.1|3.7|3.9|4.3|4.4|4.7|5.3|5.7
2011|11|0.2|1|1.4|1.9|2.1|3.7|3.9|4.3|4.4|4.7|5.3|6
2011|12|0.2|1|1.4|1.9|2.4|3.8|3.9|4.3|4.4|4.8|5.3|6
2011|13|0.3|1|1.5|1.9|2.4|3.8|3.9|4.4|4.4|4.8|5.3|6
2011|14|0.3|1|1.5|1.9|2.4|3.8|3.9|4.4|4.4|4.8|5.3|6
2011|15|0.3|1|1.5|1.9|2.6|3.8|3.9|4.4|4.4|4.8|5.3|6
2011|16|0.3|1|1.5|1.9|2.7|3.8|4|4.4|4.4|4.8|5.3|6
